ID,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,SourceIP
15.0,80.0,6.0,1581670038.0,477161.0,5.0,3.0,211.0,463.0,211.0,0.0,42.2,94.36206865049999,463.0,0.0,154.3333333333,267.3131746348,1412.5211406632004,16.7658295628,68165.8571428572,116324.530541969,238504.0,12.0,477161.0,119290.25,137729.560342905,238719.0,12.0,238618.0,119309.0,168449.805841384,238421.0,197.0,0.0,0.0,0.0,0.0,168.0,104.0,10.4786434767,6.287186086,0.0,463.0,74.8888888889,161.4058893322,26051.8611111111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84.25,42.2,154.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,211.0,3.0,463.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.64.7.18
16.0,80.0,6.0,1581670038.0,474670.0,5.0,3.0,214.0,466.0,214.0,0.0,42.8,95.703709437,466.0,0.0,155.3333333333,269.0452254424,1432.5742094507998,16.8538142288,67810.0,115371.262364883,236717.0,15.0,474670.0,118667.5,136423.22136278698,236894.0,55.0,236992.0,118496.0,167297.22178805,236793.0,199.0,0.0,0.0,0.0,0.0,168.0,104.0,10.533633893,6.320180335800001,0.0,466.0,75.55555555560001,162.6246530443,26446.7777777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,42.8,155.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,214.0,3.0,466.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.69.142.177
17.0,80.0,6.0,1581670039.0,476608.0,5.0,3.0,209.0,461.0,209.0,0.0,41.8,93.4676414595,461.0,0.0,153.6666666667,266.15847409639997,1405.7674231234,16.7852826642,68086.8571428572,116165.35765799301,238154.0,21.0,476608.0,119152.0,137536.39994561402,238349.0,28.0,238442.0,119221.0,168305.556058022,238231.0,211.0,0.0,0.0,0.0,0.0,168.0,104.0,10.4908016651,6.2944809990999975,0.0,461.0,74.44444444439999,160.5942955954,25790.5277777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,83.75,41.8,153.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,209.0,3.0,461.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.64.7.18
18.0,80.0,6.0,1581670039.0,479249.0,5.0,3.0,215.0,467.0,215.0,0.0,43.0,96.1509230325,467.0,0.0,155.6666666667,269.6225757116,1423.0598290242,16.6927839182,68464.1428571429,116522.18551192801,239061.0,18.0,479249.0,119812.25,137797.59267460598,239270.0,21.0,239238.0,119619.0,168903.768394906,239052.0,186.0,0.0,0.0,0.0,0.0,168.0,104.0,10.4329899489,6.2597939692999995,0.0,467.0,75.7777777778,163.0312683029,26579.194444444398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.25,43.0,155.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,215.0,3.0,467.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.69.142.177
19.0,80.0,6.0,1581670040.0,475967.0,5.0,3.0,215.0,467.0,215.0,0.0,43.0,96.1509230325,467.0,0.0,155.6666666667,269.6225757116,1432.8724470394,16.8078879418,67995.28571428571,115929.081086548,237703.0,16.0,475967.0,118991.75,137195.538016305,237904.0,21.0,237915.0,118957.5,167975.337191208,237734.0,181.0,0.0,0.0,0.0,0.0,168.0,104.0,10.5049299636,6.3029579782,0.0,467.0,75.7777777778,163.0312683029,26579.194444444398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.25,43.0,155.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,215.0,3.0,467.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.69.142.177
20.0,80.0,6.0,1581670040.0,477314.0,5.0,3.0,215.0,467.0,215.0,0.0,43.0,96.1509230325,467.0,0.0,155.6666666667,269.6225757116,1428.8288212791,16.7604553816,68187.71428571429,116366.29740567,238580.0,6.0,477314.0,119328.5,137774.255467655,238694.0,6.0,238799.0,119399.5,168584.863236591,238607.0,192.0,0.0,0.0,0.0,0.0,168.0,104.0,10.4752846135,6.2851707680999995,0.0,467.0,75.7777777778,163.0312683029,26579.194444444398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.25,43.0,155.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,215.0,3.0,467.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.64.7.18
21.0,80.0,6.0,1581670041.0,512063.0,5.0,3.0,215.0,467.0,215.0,0.0,43.0,96.1509230325,467.0,0.0,155.6666666667,269.6225757116,1331.8673678825,15.6230776291,73151.8571428571,124592.695266655,255566.0,19.0,512063.0,128015.75,147377.937110399,255771.0,20.0,256458.0,128229.0,181088.63244831198,256278.0,180.0,0.0,0.0,0.0,0.0,168.0,104.0,9.764423518200001,5.8586541109000025,0.0,467.0,75.7777777778,163.0312683029,26579.194444444398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.25,43.0,155.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,215.0,3.0,467.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.141.73.59
22.0,80.0,6.0,1581670041.0,476789.0,5.0,3.0,215.0,467.0,215.0,0.0,43.0,96.1509230325,467.0,0.0,155.6666666667,269.6225757116,1430.4021275659,16.7789105873,68112.71428571429,116221.144692226,238336.0,10.0,476789.0,119197.25,137614.035489057,238389.0,10.0,238585.0,119292.5,168401.015473482,238370.0,215.0,0.0,0.0,0.0,0.0,168.0,104.0,10.4868191171,6.2920914702,0.0,467.0,75.7777777778,163.0312683029,26579.194444444398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.25,43.0,155.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,215.0,3.0,467.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.141.73.59
23.0,80.0,6.0,1581670042.0,530813.0,5.0,3.0,215.0,467.0,215.0,0.0,43.0,96.1509230325,467.0,0.0,155.6666666667,269.6225757116,1284.8215850026,15.0712209384,75830.42857142861,129270.254005394,265278.0,17.0,530813.0,132703.25,152977.445148787,265301.0,17.0,265518.0,132759.0,187483.706177364,265330.0,188.0,0.0,0.0,0.0,0.0,168.0,104.0,9.4195130865,5.6517078519,0.0,467.0,75.7777777778,163.0312683029,26579.194444444398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.25,43.0,155.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,215.0,3.0,467.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.69.142.177
24.0,80.0,6.0,1581670042.0,478007.0,5.0,3.0,216.0,468.0,216.0,0.0,43.2,96.59813662799999,468.0,0.0,156.0,270.1999259807,1430.9413878876,16.736156583499998,68286.71428571429,116521.363245421,238871.0,14.0,478007.0,119501.75,137965.090440481,239088.0,14.0,239086.0,119543.0,168784.974455667,238892.0,194.0,0.0,0.0,0.0,0.0,168.0,104.0,10.4600978647,6.2760587188,0.0,468.0,76.0,163.4380616625,26712.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.5,43.2,156.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,216.0,3.0,468.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.69.142.177
25.0,80.0,6.0,1581670043.0,477602.0,5.0,3.0,215.0,467.0,215.0,0.0,43.0,96.1509230325,467.0,0.0,155.6666666667,269.6225757116,1427.9672195678,16.7503486166,68228.8571428571,116321.495231146,238515.0,19.0,477602.0,119400.5,137657.129222088,238692.0,19.0,239063.0,119531.5,168798.409484509,238890.0,173.0,0.0,0.0,0.0,0.0,168.0,104.0,10.4689678854,6.2813807312,0.0,467.0,75.7777777778,163.0312683029,26579.194444444398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.25,43.0,155.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,215.0,3.0,467.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.141.73.59
26.0,80.0,6.0,1581670043.0,474230.0,5.0,3.0,215.0,467.0,215.0,0.0,43.0,96.1509230325,467.0,0.0,155.6666666667,269.6225757116,1438.1207430993,16.869451532,67747.1428571429,115528.096695751,237302.0,10.0,474230.0,118557.5,136770.513309704,237325.0,10.0,237572.0,118786.0,167660.67467358,237340.0,232.0,0.0,0.0,0.0,0.0,168.0,104.0,10.5434072075,6.326044324500001,0.0,467.0,75.7777777778,163.0312683029,26579.194444444398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.25,43.0,155.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,215.0,3.0,467.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.141.73.59
27.0,80.0,6.0,1581670044.0,486451.0,5.0,3.0,214.0,466.0,214.0,0.0,42.8,95.703709437,466.0,0.0,155.3333333333,269.0452254424,1397.8797453392,16.4456440628,69493.0,118598.27227662301,243823.0,7.0,486451.0,121612.75,140415.116829528,243842.0,7.0,244037.0,122018.5,172295.759624258,243850.0,187.0,0.0,0.0,0.0,0.0,168.0,104.0,10.278527539299999,6.1671165236,0.0,466.0,75.55555555560001,162.6246530443,26446.7777777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,42.8,155.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,214.0,3.0,466.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.141.73.59
28.0,80.0,6.0,1581670045.0,476455.0,5.0,3.0,214.0,466.0,214.0,0.0,42.8,95.703709437,466.0,0.0,155.3333333333,269.0452254424,1427.2071864079999,16.7906727813,68065.0,116132.477662366,238080.0,15.0,476455.0,119113.75,137520.55426099,238354.0,16.0,238341.0,119170.5,168195.954506938,238103.0,238.0,0.0,0.0,0.0,0.0,168.0,104.0,10.4941704883,6.296502293,0.0,466.0,75.55555555560001,162.6246530443,26446.7777777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,42.8,155.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,214.0,3.0,466.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.243.202.60
29.0,80.0,6.0,1581670045.0,515384.0,5.0,3.0,215.0,467.0,215.0,0.0,43.0,96.1509230325,467.0,0.0,155.6666666667,269.6225757116,1323.2851621314999,15.522406593900001,73626.28571428571,125642.465774533,257553.0,20.0,515384.0,128846.0,148751.429723101,257762.0,20.0,257799.0,128899.5,182015.64943844802,257604.0,195.0,0.0,0.0,0.0,0.0,168.0,104.0,9.7015041212,5.820902472699999,0.0,467.0,75.7777777778,163.0312683029,26579.194444444398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.25,43.0,155.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,215.0,3.0,467.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.64.7.18
30.0,80.0,6.0,1581670046.0,511506.0,5.0,3.0,215.0,467.0,215.0,0.0,43.0,96.1509230325,467.0,0.0,155.6666666667,269.6225757116,1333.3176932431,15.6400902433,73072.28571428571,124689.232076811,256153.0,9.0,511506.0,127876.5,147627.181737195,256171.0,9.0,256398.0,128199.0,180998.12278032105,256184.0,214.0,0.0,0.0,0.0,0.0,168.0,104.0,9.7750564021,5.8650338412,0.0,467.0,75.7777777778,163.0312683029,26579.194444444398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.25,43.0,155.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,215.0,3.0,467.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.243.202.60
31.0,80.0,6.0,1581670046.0,525976.0,5.0,3.0,215.0,467.0,215.0,0.0,43.0,96.1509230325,467.0,0.0,155.6666666667,269.6225757116,1296.6371089175,15.2098194594,75139.42857142861,128232.121387814,262910.0,9.0,525976.0,131494.0,151822.341265485,263024.0,9.0,263149.0,131574.5,185784.528582172,262944.0,205.0,0.0,0.0,0.0,0.0,168.0,104.0,9.5061371622,5.7036822973,0.0,467.0,75.7777777778,163.0312683029,26579.194444444398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.25,43.0,155.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,215.0,3.0,467.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.141.73.59
32.0,80.0,6.0,1581670047.0,484168.0,5.0,3.0,214.0,466.0,214.0,0.0,42.8,95.703709437,466.0,0.0,155.3333333333,269.0452254424,1404.4711752945002,16.5231902976,69166.8571428571,118031.003739736,242059.0,15.0,484168.0,121042.0,139748.21010899098,242074.0,16.0,242302.0,121151.0,171044.887728339,242098.0,204.0,0.0,0.0,0.0,0.0,168.0,104.0,10.326993936000001,6.1961963615999975,0.0,466.0,75.55555555560001,162.6246530443,26446.7777777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,42.8,155.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,214.0,3.0,466.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.64.7.18
33.0,80.0,6.0,1581670047.0,477025.0,5.0,3.0,214.0,466.0,214.0,0.0,42.8,95.703709437,466.0,0.0,155.3333333333,269.0452254424,1425.5018080813,16.7706095068,68146.42857142861,116289.973309334,238387.0,15.0,477025.0,119256.25,137667.743785233,238558.0,15.0,238627.0,119313.5,168494.353568599,238457.0,170.0,0.0,0.0,0.0,0.0,168.0,104.0,10.481630941799999,6.2889785651,0.0,466.0,75.55555555560001,162.6246530443,26446.7777777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,42.8,155.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,214.0,3.0,466.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.141.73.59
34.0,80.0,6.0,1581670048.0,472066.0,5.0,3.0,214.0,466.0,214.0,0.0,42.8,95.703709437,466.0,0.0,155.3333333333,269.0452254424,1440.4765435342001,16.9467828651,67438.0,115085.569938199,235916.0,12.0,472066.0,118016.5,136253.535617735,236120.0,12.0,236112.0,118056.0,166694.766810479,235927.0,185.0,0.0,0.0,0.0,0.0,168.0,104.0,10.5917392907,6.355043574400001,0.0,466.0,75.55555555560001,162.6246530443,26446.7777777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,42.8,155.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,214.0,3.0,466.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.69.142.177
35.0,80.0,6.0,1581670048.0,475848.0,5.0,3.0,214.0,466.0,214.0,0.0,42.8,95.703709437,466.0,0.0,155.3333333333,269.0452254424,1429.0277567627,16.812091256,67978.28571428571,116005.891829847,237796.0,7.0,475848.0,118962.0,137351.64875845698,238002.0,7.0,238004.0,119002.0,168034.027054046,237820.0,184.0,0.0,0.0,0.0,0.0,168.0,104.0,10.507557035,6.304534221,0.0,466.0,75.55555555560001,162.6246530443,26446.7777777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,42.8,155.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,214.0,3.0,466.0,14480.0,219.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.243.202.60
